FID	IID	sex	ancestry
NA21137	NA21137	F	SAS
NA21141	NA21141	F	SAS
NA21142	NA21142	F	SAS
NA21143	NA21143	F	SAS
NA21144	NA21144	F	SAS
SC_GMJOL5309890	SC_GMJOL5309890	F	AFR
SC_GMJOL5309898	SC_GMJOL5309898	M	AFR
SC_GMJOL5309906	SC_GMJOL5309906	F	AFR
SC_GMFUL5306338	SC_GMFUL5306338	F	AFR
SC_GMFUL5306346	SC_GMFUL5306346	M	AFR
SC_GMFUL5306354	SC_GMFUL5306354	F	AFR
SC_GMJOL5309914	SC_GMJOL5309914	F	AFR
SC_GMJOL5309922	SC_GMJOL5309922	M	AFR
SC_GMJOL5309930	SC_GMJOL5309930	F	AFR
SC_GMJOL5309891	SC_GMJOL5309891	M	AFR
SC_GMJOL5309899	SC_GMJOL5309899	M	AFR
SC_GMJOL5309907	SC_GMJOL5309907	F	AFR
SC_GMFUL5306362	SC_GMFUL5306362	M	AFR
SC_GMFUL5306370	SC_GMFUL5306370	M	AFR
SC_GMFUL5306378	SC_GMFUL5306378	F	AFR
SC_GMJOL5309939	SC_GMJOL5309939	F	AFR
SC_GMFUL5306410	SC_GMFUL5306410	M	AFR
SC_GMFUL5306418	SC_GMFUL5306418	M	AFR
SC_GMFUL5306426	SC_GMFUL5306426	F	AFR
SC_GMFUL5306389	SC_GMFUL5306389	M	AFR
SC_GMFUL5306397	SC_GMFUL5306397	M	AFR
SC_GMFUL5306405	SC_GMFUL5306405	F	AFR
SC_GMFUL5306413	SC_GMFUL5306413	M	AFR
SC_GMFUL5306421	SC_GMFUL5306421	M	AFR
SC_GMFUL5306429	SC_GMFUL5306429	F	AFR
SC_GMFUL5309722	SC_GMFUL5309722	F	AFR
SC_GMFUL5309730	SC_GMFUL5309730	M	AFR
SC_GMFUL5309738	SC_GMFUL5309738	F	AFR
SC_GMFUL5306366	SC_GMFUL5306366	M	AFR
SC_GMFUL5306374	SC_GMFUL5306374	M	AFR
SC_GMFUL5306382	SC_GMFUL5306382	F	AFR
SC_GMFUL5306390	SC_GMFUL5306390	F	AFR
SC_GMFUL5306398	SC_GMFUL5306398	M	AFR
SC_GMFUL5306406	SC_GMFUL5306406	F	AFR
SC_GMFUL5306343	SC_GMFUL5306343	F	AFR
SC_GMFUL5306351	SC_GMFUL5306351	M	AFR
SC_GMFUL5306359	SC_GMFUL5306359	F	AFR
SC_GMFUL5306367	SC_GMFUL5306367	M	AFR
SC_GMFUL5306375	SC_GMFUL5306375	M	AFR
SC_GMFUL5306383	SC_GMFUL5306383	F	AFR
SC_GMFUL5306391	SC_GMFUL5306391	F	AFR
SC_GMFUL5306399	SC_GMFUL5306399	M	AFR
SC_GMFUL5306407	SC_GMFUL5306407	F	AFR
SC_GMFUL5306415	SC_GMFUL5306415	M	AFR
SC_GMFUL5306423	SC_GMFUL5306423	M	AFR
SC_GMFUL5306431	SC_GMFUL5306431	F	AFR
SC_GMFUL5306344	SC_GMFUL5306344	M	AFR
SC_GMFUL5306352	SC_GMFUL5306352	M	AFR
SC_GMFUL5306360	SC_GMFUL5306360	F	AFR
SC_GMFUL5309747	SC_GMFUL5309747	M	AFR
SC_GMFUL5309755	SC_GMFUL5309755	M	AFR
SC_GMFUL5309763	SC_GMFUL5309763	F	AFR
SC_GMFUL5306339	SC_GMFUL5306339	F	AFR
SC_GMFUL5306347	SC_GMFUL5306347	M	AFR
SC_GMFUL5306355	SC_GMFUL5306355	F	AFR
SC_GMFUL5309700	SC_GMFUL5309700	F	AFR
SC_GMFUL5309708	SC_GMFUL5309708	M	AFR
SC_GMFUL5309716	SC_GMFUL5309716	F	AFR
SC_GMFUL5306363	SC_GMFUL5306363	M	AFR
SC_GMFUL5306371	SC_GMFUL5306371	M	AFR
SC_GMFUL5306379	SC_GMFUL5306379	F	AFR
SC_GMFUL5309748	SC_GMFUL5309748	F	AFR
SC_GMFUL5309756	SC_GMFUL5309756	M	AFR
SC_GMFUL5309764	SC_GMFUL5309764	F	AFR
SC_GMFUL5309701	SC_GMFUL5309701	M	AFR
SC_GMFUL5309709	SC_GMFUL5309709	M	AFR
SC_GMFUL5309717	SC_GMFUL5309717	F	AFR
SC_GMFUL5306392	SC_GMFUL5306392	M	AFR
SC_GMFUL5306400	SC_GMFUL5306400	M	AFR
SC_GMFUL5306408	SC_GMFUL5306408	F	AFR
SC_GMFUL5309725	SC_GMFUL5309725	F	AFR
SC_GMFUL5309733	SC_GMFUL5309733	M	AFR
SC_GMFUL5309741	SC_GMFUL5309741	F	AFR
SC_GMFUL5306387	SC_GMFUL5306387	M	AFR
SC_GMFUL5306395	SC_GMFUL5306395	M	AFR
SC_GMFUL5306403	SC_GMFUL5306403	F	AFR
SC_GMFUL5306416	SC_GMFUL5306416	M	AFR
SC_GMFUL5306424	SC_GMFUL5306424	M	AFR
SC_GMFUL5306432	SC_GMFUL5306432	F	AFR
SC_GMFUL5306411	SC_GMFUL5306411	M	AFR
SC_GMFUL5306419	SC_GMFUL5306419	M	AFR
SC_GMFUL5306427	SC_GMFUL5306427	F	AFR
SC_GMFUL5306345	SC_GMFUL5306345	F	AFR
SC_GMFUL5306353	SC_GMFUL5306353	M	AFR
SC_GMFUL5306361	SC_GMFUL5306361	F	AFR
SC_GMFUL5306340	SC_GMFUL5306340	F	AFR
SC_GMFUL5306348	SC_GMFUL5306348	M	AFR
SC_GMFUL5306356	SC_GMFUL5306356	F	AFR
SC_GMFUL5309773	SC_GMFUL5309773	F	AFR
SC_GMFUL5309781	SC_GMFUL5309781	M	AFR
SC_GMFUL5309789	SC_GMFUL5309789	F	AFR
SC_GMFUL5309702	SC_GMFUL5309702	F	AFR
SC_GMFUL5309710	SC_GMFUL5309710	M	AFR
SC_GMFUL5309718	SC_GMFUL5309718	F	AFR
SC_GMFUL5306369	SC_GMFUL5306369	M	AFR
SC_GMFUL5306377	SC_GMFUL5306377	M	AFR
SC_GMFUL5306385	SC_GMFUL5306385	F	AFR
SC_GMFUL5306388	SC_GMFUL5306388	M	AFR
SC_GMFUL5306396	SC_GMFUL5306396	M	AFR
SC_GMFUL5306404	SC_GMFUL5306404	F	AFR
SC_GMFUL5309703	SC_GMFUL5309703	M	AFR
SC_GMFUL5309711	SC_GMFUL5309711	M	AFR
SC_GMFUL5309719	SC_GMFUL5309719	F	AFR
SC_GMFUL5306412	SC_GMFUL5306412	F	AFR
SC_GMFUL5306420	SC_GMFUL5306420	M	AFR
SC_GMFUL5306428	SC_GMFUL5306428	F	AFR
SC_GMFUL5306341	SC_GMFUL5306341	M	AFR
SC_GMFUL5306349	SC_GMFUL5306349	M	AFR
SC_GMFUL5306357	SC_GMFUL5306357	F	AFR
SC_GMJOL5309963	SC_GMJOL5309963	M	AFR
SC_GMJOL5309971	SC_GMJOL5309971	M	AFR
SC_GMJOL5309979	SC_GMJOL5309979	F	AFR
SC_GMFUL5309735	SC_GMFUL5309735	M	AFR
SC_GMJOL5309940	SC_GMJOL5309940	M	AFR
SC_GMJOL5309948	SC_GMJOL5309948	M	AFR
SC_GMJOL5309956	SC_GMJOL5309956	F	AFR
SC_GMJOL5309964	SC_GMJOL5309964	F	AFR
SC_GMJOL5309972	SC_GMJOL5309972	M	AFR
SC_GMJOL5309980	SC_GMJOL5309980	F	AFR
SC_GMJOL5309917	SC_GMJOL5309917	F	AFR
SC_GMJOL5309925	SC_GMJOL5309925	M	AFR
SC_GMJOL5309933	SC_GMJOL5309933	F	AFR
SC_GMJOL5309941	SC_GMJOL5309941	M	AFR
SC_GMJOL5309949	SC_GMJOL5309949	M	AFR
SC_GMJOL5309957	SC_GMJOL5309957	F	AFR
SC_GMJOL5309965	SC_GMJOL5309965	F	AFR
SC_GMJOL5309973	SC_GMJOL5309973	M	AFR
SC_GMJOL5309981	SC_GMJOL5309981	F	AFR
SC_GMJOL5309918	SC_GMJOL5309918	F	AFR
SC_GMJOL5309926	SC_GMJOL5309926	M	AFR
SC_GMJOL5309934	SC_GMJOL5309934	F	AFR
SC_GMJOL5309942	SC_GMJOL5309942	M	AFR
SC_GMJOL5309950	SC_GMJOL5309950	M	AFR
SC_GMJOL5309958	SC_GMJOL5309958	F	AFR
SC_GMJOL5309966	SC_GMJOL5309966	F	AFR
SC_GMJOL5309974	SC_GMJOL5309974	M	AFR
SC_GMJOL5309982	SC_GMJOL5309982	F	AFR
SC_GMJOL5309895	SC_GMJOL5309895	F	AFR
SC_GMJOL5309903	SC_GMJOL5309903	M	AFR
SC_GMJOL5309911	SC_GMJOL5309911	F	AFR
SC_GMJOL5309919	SC_GMJOL5309919	M	AFR
SC_GMJOL5309927	SC_GMJOL5309927	M	AFR
SC_GMJOL5309935	SC_GMJOL5309935	F	AFR
SC_GMJOL5309943	SC_GMJOL5309943	F	AFR
SC_GMJOL5309951	SC_GMJOL5309951	M	AFR
SC_GMJOL5309959	SC_GMJOL5309959	F	AFR
SC_GMJOL5309967	SC_GMJOL5309967	M	AFR
SC_GMJOL5309975	SC_GMJOL5309975	M	AFR
SC_GMJOL5309983	SC_GMJOL5309983	F	AFR
SC_GMJOL5309896	SC_GMJOL5309896	F	AFR
SC_GMJOL5309904	SC_GMJOL5309904	M	AFR
SC_GMJOL5309912	SC_GMJOL5309912	F	AFR
SC_GMJOL5309920	SC_GMJOL5309920	F	AFR
SC_GMJOL5309928	SC_GMJOL5309928	M	AFR
SC_GMJOL5309936	SC_GMJOL5309936	F	AFR
SC_GMJOL5309944	SC_GMJOL5309944	M	AFR
SC_GMJOL5309952	SC_GMJOL5309952	M	AFR
SC_GMJOL5309960	SC_GMJOL5309960	F	AFR
SC_GMJOL5309968	SC_GMJOL5309968	M	AFR
SC_GMJOL5309976	SC_GMJOL5309976	M	AFR
SC_GMJOL5309984	SC_GMJOL5309984	F	AFR
SC_GMJOL5309897	SC_GMJOL5309897	M	AFR
SC_GMJOL5309905	SC_GMJOL5309905	M	AFR
SC_GMJOL5309913	SC_GMJOL5309913	F	AFR
SC_GMJOL5309921	SC_GMJOL5309921	M	AFR
SC_GMJOL5309929	SC_GMJOL5309929	F	AFR
SC_GMJOL5309937	SC_GMJOL5309937	M	AFR
SC_GMJOL5309945	SC_GMJOL5309945	M	AFR
SC_GMJOL5309953	SC_GMJOL5309953	M	AFR
SC_GMJOL5309961	SC_GMJOL5309961	F	AFR
SC_GMJOL5309969	SC_GMJOL5309969	F	AFR
SC_GMJOL5309977	SC_GMJOL5309977	M	AFR
SC_GMJOL5309985	SC_GMJOL5309985	F	AFR
SC_GMJOL5309819	SC_GMJOL5309819	F	AFR
SC_GMJOL5309827	SC_GMJOL5309827	M	AFR
SC_GMJOL5309835	SC_GMJOL5309835	F	AFR
SC_GMJOL5309843	SC_GMJOL5309843	F	AFR
SC_GMJOL5309851	SC_GMJOL5309851	M	AFR
SC_GMJOL5309859	SC_GMJOL5309859	F	AFR
SC_GMJOL5309867	SC_GMJOL5309867	F	AFR
SC_GMJOL5309875	SC_GMJOL5309875	M	AFR
SC_GMJOL5309883	SC_GMJOL5309883	F	AFR
SC_GMJOL5309796	SC_GMJOL5309796	F	AFR
SC_GMJOL5309804	SC_GMJOL5309804	M	AFR
SC_GMJOL5309812	SC_GMJOL5309812	F	AFR
SC_GMJOL5309820	SC_GMJOL5309820	F	AFR
SC_GMJOL5309828	SC_GMJOL5309828	M	AFR
SC_GMJOL5309836	SC_GMJOL5309836	F	AFR
SC_GMJOL5309844	SC_GMJOL5309844	M	AFR
SC_GMJOL5309852	SC_GMJOL5309852	M	AFR
SC_GMJOL5309860	SC_GMJOL5309860	F	AFR
SC_GMJOL5309868	SC_GMJOL5309868	M	AFR
SC_GMJOL5309876	SC_GMJOL5309876	M	AFR
SC_GMJOL5309884	SC_GMJOL5309884	F	AFR
SC_GMJOL5309797	SC_GMJOL5309797	F	AFR
SC_GMJOL5309805	SC_GMJOL5309805	M	AFR
SC_GMJOL5309813	SC_GMJOL5309813	F	AFR
SC_GMJOL5309821	SC_GMJOL5309821	F	AFR
SC_GMJOL5309829	SC_GMJOL5309829	M	AFR
SC_GMJOL5309837	SC_GMJOL5309837	F	AFR
SC_GMWOF5428762	SC_GMWOF5428762	M	AFR
SC_GMWOF5428770	SC_GMWOF5428770	F	AFR
SC_GMWOF5428778	SC_GMWOF5428778	M	AFR
SC_GMWOF5428707	SC_GMWOF5428707	F	AFR
SC_GMWOF5428715	SC_GMWOF5428715	F	AFR
SC_GMWOF5428723	SC_GMWOF5428723	M	AFR
SC_GMWOF5428731	SC_GMWOF5428731	M	AFR
SC_GMWOF5428739	SC_GMWOF5428739	F	AFR
SC_GMWOF5428747	SC_GMWOF5428747	M	AFR
SC_GMWOF5428755	SC_GMWOF5428755	M	AFR
SC_GMWOF5428763	SC_GMWOF5428763	F	AFR
SC_GMWOF5428771	SC_GMWOF5428771	M	AFR
SC_GMWOF5428708	SC_GMWOF5428708	M	AFR
SC_GMWOF5428716	SC_GMWOF5428716	F	AFR
SC_GMWOF5428724	SC_GMWOF5428724	M	AFR
SC_GMWOF5428732	SC_GMWOF5428732	M	AFR
SC_GMWOF5428740	SC_GMWOF5428740	F	AFR
SC_GMWOF5428748	SC_GMWOF5428748	M	AFR
SC_GMWOF5428728	SC_GMWOF5428728	M	AFR
SC_GMWOF5428736	SC_GMWOF5428736	M	AFR
SC_GMWOF5428744	SC_GMWOF5428744	F	AFR
SC_GMWOF5428705	SC_GMWOF5428705	M	AFR
SC_GMWOF5428713	SC_GMWOF5428713	F	AFR
SC_GMWOF5428721	SC_GMWOF5428721	M	AFR
SC_GMWOF5428729	SC_GMWOF5428729	F	AFR
SC_GMWOF5428737	SC_GMWOF5428737	F	AFR
SC_GMWOF5428745	SC_GMWOF5428745	M	AFR
SC_GMWOF5428786	SC_GMWOF5428786	M	AFR
SC_GMWOF5428794	SC_GMWOF5428794	F	AFR
SC_GMWOF5428802	SC_GMWOF5428802	M	AFR
SC_GMWOF5428810	SC_GMWOF5428810	F	AFR
SC_GMWOF5428818	SC_GMWOF5428818	F	AFR
SC_GMWOF5428826	SC_GMWOF5428826	M	AFR
SC_GMWOF5428834	SC_GMWOF5428834	M	AFR
SC_GMWOF5428842	SC_GMWOF5428842	F	AFR
SC_GMWOF5428850	SC_GMWOF5428850	M	AFR
SC_GMWOF5428858	SC_GMWOF5428858	M	AFR
SC_GMWOF5428866	SC_GMWOF5428866	F	AFR
SC_GMWOF5428874	SC_GMWOF5428874	M	AFR
SC_GMWOF5428787	SC_GMWOF5428787	M	AFR
SC_GMWOF5428795	SC_GMWOF5428795	F	AFR
SC_GMWOF5428803	SC_GMWOF5428803	M	AFR
SC_GMWOF5428811	SC_GMWOF5428811	F	AFR
SC_GMWOF5428819	SC_GMWOF5428819	F	AFR
SC_GMWOF5428827	SC_GMWOF5428827	M	AFR
SC_GMWOF5428835	SC_GMWOF5428835	M	AFR
SC_GMWOF5428843	SC_GMWOF5428843	F	AFR
SC_GMWOF5428851	SC_GMWOF5428851	M	AFR
SC_GMWOF5428859	SC_GMWOF5428859	M	AFR
SC_GMWOF5428867	SC_GMWOF5428867	F	AFR
SC_GMWOF5428875	SC_GMWOF5428875	M	AFR
SC_GMWOF5428788	SC_GMWOF5428788	M	AFR
SC_GMWOF5428796	SC_GMWOF5428796	F	AFR
SC_GMWOF5428804	SC_GMWOF5428804	M	AFR
SC_GMWOF5428812	SC_GMWOF5428812	F	AFR
SC_GMWOF5428820	SC_GMWOF5428820	F	AFR
SC_GMWOF5428828	SC_GMWOF5428828	M	AFR
SC_GMWOF5428789	SC_GMWOF5428789	M	AFR
SC_GMWOF5428797	SC_GMWOF5428797	F	AFR
SC_GMWOF5428805	SC_GMWOF5428805	M	AFR
SC_GMWOF5428813	SC_GMWOF5428813	M	AFR
SC_GMWOF5428821	SC_GMWOF5428821	F	AFR
SC_GMWOF5428829	SC_GMWOF5428829	M	AFR
SC_GMWOF5428861	SC_GMWOF5428861	M	AFR
SC_GMWOF5428869	SC_GMWOF5428869	F	AFR
SC_GMWOF5428877	SC_GMWOF5428877	M	AFR
SC_GMWOF5428790	SC_GMWOF5428790	F	AFR
SC_GMWOF5428798	SC_GMWOF5428798	F	AFR
SC_GMWOF5428806	SC_GMWOF5428806	M	AFR
SC_GMWOF5428814	SC_GMWOF5428814	F	AFR
SC_GMWOF5428822	SC_GMWOF5428822	F	AFR
SC_GMWOF5428830	SC_GMWOF5428830	M	AFR
SC_GMWOF5428838	SC_GMWOF5428838	F	AFR
SC_GMWOF5428846	SC_GMWOF5428846	F	AFR
SC_GMWOF5428854	SC_GMWOF5428854	M	AFR
SC_GMWOF5428815	SC_GMWOF5428815	M	AFR
SC_GMWOF5428823	SC_GMWOF5428823	F	AFR
SC_GMWOF5428831	SC_GMWOF5428831	M	AFR
SC_GMWOF5428839	SC_GMWOF5428839	M	AFR
SC_GMWOF5428847	SC_GMWOF5428847	F	AFR
SC_GMWOF5428855	SC_GMWOF5428855	M	AFR
SC_GMWOF5428863	SC_GMWOF5428863	F	AFR
SC_GMWOF5428871	SC_GMWOF5428871	F	AFR
SC_GMWOF5428879	SC_GMWOF5428879	M	AFR
SC_GMWOF5428792	SC_GMWOF5428792	F	AFR
SC_GMWOF5428800	SC_GMWOF5428800	F	AFR
SC_GMWOF5428808	SC_GMWOF5428808	M	AFR
SC_GMWOF5428816	SC_GMWOF5428816	M	AFR
SC_GMWOF5428824	SC_GMWOF5428824	F	AFR
SC_GMWOF5428832	SC_GMWOF5428832	M	AFR
SC_GMWOF5428817	SC_GMWOF5428817	M	AFR
SC_GMWOF5428825	SC_GMWOF5428825	F	AFR
SC_GMWOF5428833	SC_GMWOF5428833	M	AFR
SC_GMWOF5428841	SC_GMWOF5428841	M	AFR
SC_GMWOF5428849	SC_GMWOF5428849	F	AFR
SC_GMWOF5428857	SC_GMWOF5428857	M	AFR
SC_GMWOF5428865	SC_GMWOF5428865	F	AFR
SC_GMWOF5428873	SC_GMWOF5428873	F	AFR
SC_GMWOF5428882	SC_GMWOF5428882	M	AFR
SC_GMWOF5428906	SC_GMWOF5428906	M	AFR
SC_GMMAN5482162	SC_GMMAN5482162	M	AFR
SC_GMMAN5482170	SC_GMMAN5482170	F	AFR
SC_GMMAN5482178	SC_GMMAN5482178	M	AFR
SC_GMMAN5482186	SC_GMMAN5482186	F	AFR
SC_GMMAN5482194	SC_GMMAN5482194	F	AFR
SC_GMMAN5482202	SC_GMMAN5482202	M	AFR
SC_GMMAN5482234	SC_GMMAN5482234	M	AFR
SC_GMMAN5482242	SC_GMMAN5482242	F	AFR
SC_GMMAN5482250	SC_GMMAN5482250	M	AFR
SC_GMMAN5482163	SC_GMMAN5482163	M	AFR
SC_GMMAN5482171	SC_GMMAN5482171	F	AFR
SC_GMMAN5482241	SC_GMMAN5482241	M	AFR
SC_GMMAN5482187	SC_GMMAN5482187	M	AFR
SC_GMMAN5482195	SC_GMMAN5482195	F	AFR
SC_GMMAN5482203	SC_GMMAN5482203	M	AFR
SC_GMMAN5482211	SC_GMMAN5482211	M	AFR
SC_GMMAN5482219	SC_GMMAN5482219	F	AFR
SC_GMMAN5482227	SC_GMMAN5482227	M	AFR
SC_GMMAN5482235	SC_GMMAN5482235	F	AFR
SC_GMMAN5482243	SC_GMMAN5482243	F	AFR
SC_GMMAN5482251	SC_GMMAN5482251	M	AFR
SC_GMMAN5482164	SC_GMMAN5482164	F	AFR
SC_GMMAN5482172	SC_GMMAN5482172	F	AFR
SC_GMMAN5482180	SC_GMMAN5482180	M	AFR
SC_GMMAN5482212	SC_GMMAN5482212	F	AFR
SC_GMMAN5482220	SC_GMMAN5482220	F	AFR
SC_GMMAN5482228	SC_GMMAN5482228	M	AFR
SC_GMMAN5482236	SC_GMMAN5482236	M	AFR
SC_GMMAN5482244	SC_GMMAN5482244	F	AFR
SC_GMMAN5482252	SC_GMMAN5482252	M	AFR
SC_GMMAN5482165	SC_GMMAN5482165	F	AFR
SC_GMMAN5482173	SC_GMMAN5482173	F	AFR
SC_GMMAN5482181	SC_GMMAN5482181	M	AFR
SC_GMMAN5482189	SC_GMMAN5482189	F	AFR
SC_GMMAN5482197	SC_GMMAN5482197	F	AFR
SC_GMMAN5482205	SC_GMMAN5482205	M	AFR
SC_GMMAN5482213	SC_GMMAN5482213	F	AFR
SC_GMMAN5482221	SC_GMMAN5482221	F	AFR
SC_GMMAN5482229	SC_GMMAN5482229	M	AFR
SC_GMMAN5482191	SC_GMMAN5482191	M	AFR
SC_GMMAN5482199	SC_GMMAN5482199	F	AFR
SC_GMMAN5482207	SC_GMMAN5482207	M	AFR
SC_GMMAN5482215	SC_GMMAN5482215	F	AFR
SC_GMMAN5482223	SC_GMMAN5482223	F	AFR
SC_GMMAN5482231	SC_GMMAN5482231	M	AFR
SC_GMMAN5482239	SC_GMMAN5482239	M	AFR
SC_GMMAN5482247	SC_GMMAN5482247	F	AFR
SC_GMMAN5482255	SC_GMMAN5482255	M	AFR
SC_GMMAN5482168	SC_GMMAN5482168	F	AFR
SC_GMMAN5482176	SC_GMMAN5482176	F	AFR
SC_GMMAN5482184	SC_GMMAN5482184	M	AFR
SC_GMMAN5482192	SC_GMMAN5482192	F	AFR
SC_GMMAN5482200	SC_GMMAN5482200	F	AFR
SC_GMMAN5482208	SC_GMMAN5482208	M	AFR
SC_GMMAN5482216	SC_GMMAN5482216	M	AFR
SC_GMMAN5482224	SC_GMMAN5482224	F	AFR
SC_GMMAN5482232	SC_GMMAN5482232	M	AFR
SC_GMMAN5482240	SC_GMMAN5482240	M	AFR
SC_GMMAN5482248	SC_GMMAN5482248	F	AFR
SC_GMMAN5482256	SC_GMMAN5482256	M	AFR
SC_GMMAN5482169	SC_GMMAN5482169	F	AFR
SC_GMMAN5482177	SC_GMMAN5482177	F	AFR
SC_GMMAN5482185	SC_GMMAN5482185	M	AFR
SC_GMMAN5482193	SC_GMMAN5482193	F	AFR
SC_GMMAN5482201	SC_GMMAN5482201	F	AFR
SC_GMMAN5482209	SC_GMMAN5482209	M	AFR
SC_GMMAN5482217	SC_GMMAN5482217	F	AFR
SC_GMMAN5482225	SC_GMMAN5482225	F	AFR
SC_GMMAN5482233	SC_GMMAN5482233	M	AFR
SC_GMMAN5482258	SC_GMMAN5482258	F	AFR
SC_GMMAN5482266	SC_GMMAN5482266	F	AFR
SC_GMMAN5482274	SC_GMMAN5482274	M	AFR
SC_GMMAN5482282	SC_GMMAN5482282	M	AFR
SC_GMMAN5482290	SC_GMMAN5482290	F	AFR
SC_GMMAN5482298	SC_GMMAN5482298	M	AFR
SC_GMMAN5482306	SC_GMMAN5482306	M	AFR
SC_GMMAN5482314	SC_GMMAN5482314	F	AFR
SC_GMMAN5482322	SC_GMMAN5482322	M	AFR
SC_GMMAN5482283	SC_GMMAN5482283	F	AFR
SC_GMMAN5482291	SC_GMMAN5482291	F	AFR
SC_GMMAN5482299	SC_GMMAN5482299	M	AFR
SC_GMMAN5482307	SC_GMMAN5482307	M	AFR
SC_GMMAN5482315	SC_GMMAN5482315	F	AFR
SC_GMMAN5482323	SC_GMMAN5482323	M	AFR
SC_GMMAN5482260	SC_GMMAN5482260	M	AFR
SC_GMMAN5482268	SC_GMMAN5482268	F	AFR
SC_GMMAN5482276	SC_GMMAN5482276	M	AFR
SC_GMMAN5482284	SC_GMMAN5482284	F	AFR
SC_GMMAN5482292	SC_GMMAN5482292	F	AFR
SC_GMMAN5482300	SC_GMMAN5482300	M	AFR
SC_GMMAN5482308	SC_GMMAN5482308	F	AFR
SC_GMMAN5482316	SC_GMMAN5482316	F	AFR
SC_GMMAN5482324	SC_GMMAN5482324	M	AFR
SC_GMMAN5482332	SC_GMMAN5482332	M	AFR
SC_GMMAN5482340	SC_GMMAN5482340	F	AFR
SC_GMMAN5482348	SC_GMMAN5482348	M	AFR
SC_GMMAN5482285	SC_GMMAN5482285	F	AFR
SC_GMMAN5482293	SC_GMMAN5482293	F	AFR
SC_GMMAN5482301	SC_GMMAN5482301	M	AFR
SC_GMMAN5482309	SC_GMMAN5482309	M	AFR
NA18524	NA18524	M	EAS
NA18529	NA18529	F	EAS
NA18540	NA18540	F	EAS
NA18594	NA18594	F	EAS
HGDP00001	HGDP00001	M	SAS
HGDP00003	HGDP00003	M	SAS
HGDP00005	HGDP00005	M	SAS
HGDP00007	HGDP00007	M	SAS
HGDP00009	HGDP00009	M	SAS
HGDP00011	HGDP00011	M	SAS
HGDP00013	HGDP00013	M	SAS
HGDP00015	HGDP00015	M	SAS
HGDP00017	HGDP00017	M	SAS
HGDP00021	HGDP00021	M	SAS
HGDP00023	HGDP00023	M	SAS
HGDP00025	HGDP00025	M	SAS
HGDP00029	HGDP00029	M	SAS
HGDP00031	HGDP00031	M	SAS
HGDP00033	HGDP00033	M	SAS
HGDP00035	HGDP00035	M	SAS
HGDP00037	HGDP00037	M	SAS
HGDP00039	HGDP00039	M	SAS
HGDP00041	HGDP00041	M	SAS
HGDP00043	HGDP00043	M	SAS
HGDP00045	HGDP00045	M	SAS
HGDP00047	HGDP00047	M	SAS
HGDP00049	HGDP00049	M	SAS
HGDP00052	HGDP00052	M	SAS
HGDP00054	HGDP00054	M	SAS
HGDP00056	HGDP00056	M	SAS
HGDP00057	HGDP00057	M	SAS
HGDP00060	HGDP00060	M	SAS
HGDP00062	HGDP00062	M	SAS
HGDP00064	HGDP00064	M	SAS
HGDP00066	HGDP00066	M	SAS
HGDP00068	HGDP00068	M	SAS
HGDP00070	HGDP00070	M	SAS
HGDP00072	HGDP00072	M	SAS
HGDP00074	HGDP00074	M	SAS
HGDP00076	HGDP00076	M	SAS
HGDP00078	HGDP00078	M	SAS
HGDP00080	HGDP00080	M	SAS
HGDP00082	HGDP00082	M	SAS
HGDP00086	HGDP00086	M	SAS
HGDP00088	HGDP00088	M	SAS
HGDP00092	HGDP00092	M	SAS
HGDP00094	HGDP00094	M	SAS
HGDP00096	HGDP00096	M	SAS
HGDP00098	HGDP00098	M	SAS
HGDP00099	HGDP00099	M	SAS
HGDP00100	HGDP00100	M	SAS
HGDP00102	HGDP00102	M	SAS
HGDP00103	HGDP00103	M	SAS
HGDP00104	HGDP00104	M	SAS
HGDP00105	HGDP00105	M	SAS
HGDP00106	HGDP00106	M	SAS
HGDP00108	HGDP00108	M	SAS
HGDP00109	HGDP00109	M	SAS
HGDP00110	HGDP00110	M	SAS
HGDP00115	HGDP00115	M	SAS
HGDP00118	HGDP00118	M	SAS
HGDP00119	HGDP00119	M	SAS
HGDP00120	HGDP00120	M	SAS
HGDP00121	HGDP00121	M	SAS
HGDP00122	HGDP00122	M	SAS
HGDP00127	HGDP00127	M	SAS
HGDP00129	HGDP00129	M	SAS
HGDP00130	HGDP00130	M	SAS
HGDP00131	HGDP00131	M	SAS
HGDP00133	HGDP00133	M	SAS
HGDP00134	HGDP00134	M	SAS
HGDP00135	HGDP00135	M	SAS
HGDP00136	HGDP00136	M	SAS
HGDP00137	HGDP00137	M	SAS
HGDP00139	HGDP00139	M	SAS
HGDP00140	HGDP00140	M	SAS
HGDP00141	HGDP00141	M	SAS
HGDP00143	HGDP00143	M	SAS
HGDP00144	HGDP00144	M	SAS
HGDP00145	HGDP00145	M	SAS
HGDP00146	HGDP00146	M	SAS
HGDP00148	HGDP00148	M	SAS
HGDP00149	HGDP00149	M	SAS
HGDP00150	HGDP00150	M	SAS
HGDP00151	HGDP00151	F	SAS
HGDP00153	HGDP00153	F	SAS
HGDP00154	HGDP00154	F	SAS
HGDP00155	HGDP00155	F	SAS
HGDP00158	HGDP00158	M	SAS
HGDP00161	HGDP00161	M	SAS
HGDP00163	HGDP00163	M	SAS
HGDP00165	HGDP00165	M	SAS
HGDP00167	HGDP00167	M	SAS
HGDP00169	HGDP00169	M	SAS
HGDP00171	HGDP00171	M	SAS
HGDP00173	HGDP00173	M	SAS
